year,gennme,prodnme,state,halfyear,totalRX
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NE,2,1511
2011,Roflumilast,DALIRESP,NE,2,10
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NE,2,145
2011,Formoterol Fumarate,FORADIL AEROLIZER,NE,2,27
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NE,2,1440
2011,Formoterol Fumarate,PERFOROMIST,NE,2,20
2011,Arformoterol Tartrate,BROVANA,NH,1,48
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NH,1,1470
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NH,1,64
2011,Formoterol Fumarate,FORADIL AEROLIZER,NH,1,20
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NH,1,2158
2011,Formoterol Fumarate,PERFOROMIST,NH,1,20
2011,Arformoterol Tartrate,BROVANA,NH,2,54
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NH,2,1439
2011,Roflumilast,DALIRESP,NH,2,10
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NH,2,50
2011,Formoterol Fumarate,FORADIL AEROLIZER,NH,2,20
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NH,2,2007
2011,Arformoterol Tartrate,BROVANA,NJ,1,251
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NJ,1,3483
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NJ,1,64
2011,Formoterol Fumarate,FORADIL AEROLIZER,NJ,1,261
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NJ,1,3844
2011,Formoterol Fumarate,PERFOROMIST,NJ,1,158
2011,Arformoterol Tartrate,BROVANA,NJ,2,182
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NJ,2,3171
2011,Roflumilast,DALIRESP,NJ,2,171
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NJ,2,50
2011,Formoterol Fumarate,FORADIL AEROLIZER,NJ,2,214
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NJ,2,3450
2011,Formoterol Fumarate,PERFOROMIST,NJ,2,175
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NM,1,1790
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NM,1,10
2011,Formoterol Fumarate,FORADIL AEROLIZER,NM,1,36
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NM,1,1002
2011,Formoterol Fumarate,PERFOROMIST,NM,1,20
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NM,2,1391
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NM,2,30
2011,Formoterol Fumarate,FORADIL AEROLIZER,NM,2,61
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NM,2,631
2011,Arformoterol Tartrate,BROVANA,NV,1,30
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NV,1,1344
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NV,1,143
2011,Formoterol Fumarate,FORADIL AEROLIZER,NV,1,105
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NV,1,990
2011,Formoterol Fumarate,PERFOROMIST,NV,1,20
2011,Arformoterol Tartrate,BROVANA,NV,2,20
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NV,2,1394
2011,Roflumilast,DALIRESP,NV,2,108
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NV,2,99
2011,Formoterol Fumarate,FORADIL AEROLIZER,NV,2,82
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NV,2,841
2011,Formoterol Fumarate,PERFOROMIST,NV,2,20
2011,Arformoterol Tartrate,BROVANA,NY,1,1235
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NY,1,25236
2011,Roflumilast,DALIRESP,NY,1,10
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NY,1,88
2011,Formoterol Fumarate,FORADIL AEROLIZER,NY,1,1084
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NY,1,9037
2011,Formoterol Fumarate,PERFOROMIST,NY,1,539
2011,Arformoterol Tartrate,BROVANA,NY,2,908
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NY,2,24059
2011,Roflumilast,DALIRESP,NY,2,908
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NY,2,65
2011,Formoterol Fumarate,FORADIL AEROLIZER,NY,2,1138
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NY,2,10586
2011,Formoterol Fumarate,PERFOROMIST,NY,2,496
2011,Arformoterol Tartrate,BROVANA,OH,1,289
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OH,1,19072
2011,Formoterol Fumarate,FORADIL AEROLIZER,OH,1,837
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OH,1,10138
2011,Formoterol Fumarate,PERFOROMIST,OH,1,175
2011,Arformoterol Tartrate,BROVANA,OH,2,215
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OH,2,14372
2011,Roflumilast,DALIRESP,OH,2,366
2011,Formoterol Fumarate,FORADIL AEROLIZER,OH,2,598
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OH,2,6543
2011,Formoterol Fumarate,PERFOROMIST,OH,2,199
2011,Arformoterol Tartrate,BROVANA,OK,1,129
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OK,1,3117
2011,Roflumilast,DALIRESP,OK,1,10
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OK,1,61
2011,Formoterol Fumarate,FORADIL AEROLIZER,OK,1,178
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OK,1,3856
2011,Formoterol Fumarate,PERFOROMIST,OK,1,51
2011,Arformoterol Tartrate,BROVANA,OK,2,159
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OK,2,3061
2011,Roflumilast,DALIRESP,OK,2,37
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OK,2,46
2011,Formoterol Fumarate,FORADIL AEROLIZER,OK,2,116
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OK,2,4038
2011,Formoterol Fumarate,PERFOROMIST,OK,2,89
2011,Arformoterol Tartrate,BROVANA,OR,1,95
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OR,1,6365
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OR,1,2049
2011,Formoterol Fumarate,FORADIL AEROLIZER,OR,1,144
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OR,1,2215
2011,Formoterol Fumarate,PERFOROMIST,OR,1,30
2011,Arformoterol Tartrate,BROVANA,OR,2,80
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OR,2,7201
2011,Roflumilast,DALIRESP,OR,2,30
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OR,2,216
2011,Formoterol Fumarate,FORADIL AEROLIZER,OR,2,156
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OR,2,2667
2011,Formoterol Fumarate,PERFOROMIST,OR,2,20
2011,Arformoterol Tartrate,BROVANA,PA,1,490
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,PA,1,18790
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,PA,1,40
2011,Formoterol Fumarate,FORADIL AEROLIZER,PA,1,315
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,PA,1,7254
2011,Formoterol Fumarate,PERFOROMIST,PA,1,125
2011,Arformoterol Tartrate,BROVANA,PA,2,542
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,PA,2,15617
2011,Roflumilast,DALIRESP,PA,2,68
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,PA,2,30
2011,Formoterol Fumarate,FORADIL AEROLIZER,PA,2,172
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,PA,2,6772
2011,Formoterol Fumarate,PERFOROMIST,PA,2,122
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,RI,1,416
2011,Formoterol Fumarate,FORADIL AEROLIZER,RI,1,20
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,RI,1,219
2011,Formoterol Fumarate,PERFOROMIST,RI,1,20
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,RI,2,367
2011,Roflumilast,DALIRESP,RI,2,10
2011,Formoterol Fumarate,FORADIL AEROLIZER,RI,2,20
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,RI,2,139
2011,Formoterol Fumarate,PERFOROMIST,RI,2,20
2011,Arformoterol Tartrate,BROVANA,SC,1,93
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SC,1,3816
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SC,1,10
2011,Formoterol Fumarate,FORADIL AEROLIZER,SC,1,49
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SC,1,2619
2011,Formoterol Fumarate,PERFOROMIST,SC,1,56
2011,Arformoterol Tartrate,BROVANA,SC,2,101
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SC,2,3997
2011,Roflumilast,DALIRESP,SC,2,50
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SC,2,10
2011,Formoterol Fumarate,FORADIL AEROLIZER,SC,2,53
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SC,2,2586
2011,Formoterol Fumarate,PERFOROMIST,SC,2,48
2011,Arformoterol Tartrate,BROVANA,SD,1,48
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SD,1,172
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SD,1,20
2011,Formoterol Fumarate,FORADIL AEROLIZER,SD,1,20
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SD,1,736
2011,Formoterol Fumarate,PERFOROMIST,SD,1,20
2011,Arformoterol Tartrate,BROVANA,SD,2,66
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SD,2,114
2011,Roflumilast,DALIRESP,SD,2,10
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SD,2,10
2011,Formoterol Fumarate,FORADIL AEROLIZER,SD,2,20
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SD,2,840
2011,Formoterol Fumarate,PERFOROMIST,SD,2,20
2011,Arformoterol Tartrate,BROVANA,TN,1,142
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TN,1,7073
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TN,1,50
2011,Formoterol Fumarate,FORADIL AEROLIZER,TN,1,470
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TN,1,5650
2011,Formoterol Fumarate,PERFOROMIST,TN,1,88
2011,Arformoterol Tartrate,BROVANA,TN,2,200
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TN,2,7003
2011,Roflumilast,DALIRESP,TN,2,33
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TN,2,67
2011,Formoterol Fumarate,FORADIL AEROLIZER,TN,2,474
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TN,2,5848
2011,Formoterol Fumarate,PERFOROMIST,TN,2,157
2011,Arformoterol Tartrate,BROVANA,TX,1,411
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TX,1,10385
2011,Roflumilast,DALIRESP,TX,1,10
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TX,1,47
2011,Formoterol Fumarate,FORADIL AEROLIZER,TX,1,693
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TX,1,11579
2011,Formoterol Fumarate,PERFOROMIST,TX,1,617
2011,Arformoterol Tartrate,BROVANA,TX,2,438
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TX,2,10680
2011,Roflumilast,DALIRESP,TX,2,518
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TX,2,46
2011,Formoterol Fumarate,FORADIL AEROLIZER,TX,2,613
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TX,2,5205
2011,Formoterol Fumarate,PERFOROMIST,TX,2,368
2011,Arformoterol Tartrate,BROVANA,UT,1,36
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,UT,1,1050
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,UT,1,171
2011,Formoterol Fumarate,FORADIL AEROLIZER,UT,1,20
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,UT,1,1138
2011,Formoterol Fumarate,PERFOROMIST,UT,1,20
2011,Arformoterol Tartrate,BROVANA,UT,2,30
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,UT,2,980
2011,Roflumilast,DALIRESP,UT,2,46
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,UT,2,85
2011,Formoterol Fumarate,FORADIL AEROLIZER,UT,2,20
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,UT,2,721
2011,Formoterol Fumarate,PERFOROMIST,UT,2,10
2011,Arformoterol Tartrate,BROVANA,VA,1,534
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VA,1,6795
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VA,1,248
2011,Formoterol Fumarate,FORADIL AEROLIZER,VA,1,254
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VA,1,5664
2011,Formoterol Fumarate,PERFOROMIST,VA,1,232
2011,Arformoterol Tartrate,BROVANA,VA,2,742
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VA,2,6930
2011,Roflumilast,DALIRESP,VA,2,51
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VA,2,247
2011,Formoterol Fumarate,FORADIL AEROLIZER,VA,2,262
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VA,2,6479
2011,Formoterol Fumarate,PERFOROMIST,VA,2,210
2011,Arformoterol Tartrate,BROVANA,VT,1,20
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VT,1,829
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VT,1,30
2011,Formoterol Fumarate,FORADIL AEROLIZER,VT,1,20
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VT,1,1206
2011,Formoterol Fumarate,PERFOROMIST,VT,1,20
2011,Arformoterol Tartrate,BROVANA,VT,2,40
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VT,2,873
2011,Roflumilast,DALIRESP,VT,2,27
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VT,2,30
2011,Formoterol Fumarate,FORADIL AEROLIZER,VT,2,25
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VT,2,1179
2011,Formoterol Fumarate,PERFOROMIST,VT,2,20
2011,Arformoterol Tartrate,BROVANA,WA,1,40
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WA,1,6158
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WA,1,71
2011,Formoterol Fumarate,FORADIL AEROLIZER,WA,1,437
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WA,1,3393
2011,Formoterol Fumarate,PERFOROMIST,WA,1,20
2011,Arformoterol Tartrate,BROVANA,WA,2,50
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WA,2,5931
2011,Roflumilast,DALIRESP,WA,2,30
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WA,2,82
2011,Formoterol Fumarate,FORADIL AEROLIZER,WA,2,436
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WA,2,3661
2011,Formoterol Fumarate,PERFOROMIST,WA,2,20
2011,Arformoterol Tartrate,BROVANA,WI,1,67
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WI,1,10582
2011,Roflumilast,DALIRESP,WI,1,10
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WI,1,48
2011,Formoterol Fumarate,FORADIL AEROLIZER,WI,1,242
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WI,1,6853
2011,Formoterol Fumarate,PERFOROMIST,WI,1,88
2011,Arformoterol Tartrate,BROVANA,WI,2,143
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WI,2,11254
2011,Roflumilast,DALIRESP,WI,2,100
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WI,2,50
2011,Formoterol Fumarate,FORADIL AEROLIZER,WI,2,293
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WI,2,7743
2011,Formoterol Fumarate,PERFOROMIST,WI,2,148
2011,Arformoterol Tartrate,BROVANA,WV,1,189
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WV,1,5412
2011,Formoterol Fumarate,FORADIL AEROLIZER,WV,1,224
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WV,1,262
2011,Formoterol Fumarate,PERFOROMIST,WV,1,35
2011,Arformoterol Tartrate,BROVANA,WV,2,190
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WV,2,5200
2011,Roflumilast,DALIRESP,WV,2,117
2011,Formoterol Fumarate,FORADIL AEROLIZER,WV,2,160
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WV,2,219
2011,Formoterol Fumarate,PERFOROMIST,WV,2,37
2011,Arformoterol Tartrate,BROVANA,WY,1,77
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WY,1,260
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WY,1,20
2011,Formoterol Fumarate,FORADIL AEROLIZER,WY,1,20
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WY,1,767
2011,Formoterol Fumarate,PERFOROMIST,WY,1,26
2011,Arformoterol Tartrate,BROVANA,WY,2,100
2011,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,WY,2,236
2011,Roflumilast,DALIRESP,WY,2,10
2011,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WY,2,20
2011,Formoterol Fumarate,FORADIL AEROLIZER,WY,2,40
2011,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WY,2,801
2011,Formoterol Fumarate,PERFOROMIST,WY,2,20
2012,Arformoterol Tartrate,BROVANA,AK,1,40
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AK,1,1057
2012,Roflumilast,DALIRESP,AK,1,73
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AK,1,33
2012,Formoterol Fumarate,FORADIL AEROLIZER,AK,1,20
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AK,1,535
2012,Formoterol Fumarate,PERFOROMIST,AK,1,20
2012,Arformoterol Tartrate,BROVANA,AK,2,40
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AK,2,1040
2012,Roflumilast,DALIRESP,AK,2,120
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AK,2,20
2012,Formoterol Fumarate,FORADIL AEROLIZER,AK,2,20
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AK,2,601
2012,Formoterol Fumarate,PERFOROMIST,AK,2,10
2012,Arformoterol Tartrate,BROVANA,AL,1,293
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AL,1,3598
2012,Roflumilast,DALIRESP,AL,1,725
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AL,1,20
2012,Formoterol Fumarate,FORADIL AEROLIZER,AL,1,881
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AL,1,5726
2012,Formoterol Fumarate,PERFOROMIST,AL,1,84
2012,Arformoterol Tartrate,BROVANA,AL,2,378
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AL,2,3018
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AL,2,34
2012,Roflumilast,DALIRESP,AL,2,680
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AL,2,30
2012,Formoterol Fumarate,FORADIL AEROLIZER,AL,2,573
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AL,2,7211
2012,Formoterol Fumarate,PERFOROMIST,AL,2,115
2012,Indacaterol Maleate,ARCAPTA NEOHALER,AR,1,10
2012,Arformoterol Tartrate,BROVANA,AR,1,49
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AR,1,2038
2012,Roflumilast,DALIRESP,AR,1,37
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AR,1,10
2012,Formoterol Fumarate,FORADIL AEROLIZER,AR,1,45
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AR,1,1042
2012,Formoterol Fumarate,PERFOROMIST,AR,1,20
2012,Indacaterol Maleate,ARCAPTA NEOHALER,AR,2,20
2012,Arformoterol Tartrate,BROVANA,AR,2,45
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AR,2,1931
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AR,2,10
2012,Roflumilast,DALIRESP,AR,2,64
2012,Formoterol Fumarate,FORADIL AEROLIZER,AR,2,54
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AR,2,1002
2012,Formoterol Fumarate,PERFOROMIST,AR,2,20
2012,Arformoterol Tartrate,BROVANA,AZ,1,107
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AZ,1,5691
2012,Roflumilast,DALIRESP,AZ,1,137
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AZ,1,30
2012,Formoterol Fumarate,FORADIL AEROLIZER,AZ,1,171
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AZ,1,4598
2012,Formoterol Fumarate,PERFOROMIST,AZ,1,41
2012,Arformoterol Tartrate,BROVANA,AZ,2,63
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,AZ,2,4653
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AZ,2,17
2012,Roflumilast,DALIRESP,AZ,2,105
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AZ,2,30
2012,Formoterol Fumarate,FORADIL AEROLIZER,AZ,2,130
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AZ,2,2095
2012,Formoterol Fumarate,PERFOROMIST,AZ,2,31
2012,Arformoterol Tartrate,BROVANA,CA,1,137
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,CA,1,27869
2012,Roflumilast,DALIRESP,CA,1,499
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,CA,1,4995
2012,Formoterol Fumarate,FORADIL AEROLIZER,CA,1,451
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CA,1,6441
2012,Formoterol Fumarate,PERFOROMIST,CA,1,93
2012,Indacaterol Maleate,ARCAPTA NEOHALER,CA,2,30
2012,Arformoterol Tartrate,BROVANA,CA,2,177
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,CA,2,27612
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,CA,2,63
2012,Roflumilast,DALIRESP,CA,2,728
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,CA,2,5183
2012,Formoterol Fumarate,FORADIL AEROLIZER,CA,2,452
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CA,2,6515
2012,Formoterol Fumarate,PERFOROMIST,CA,2,124
2012,Aclidinium Bromide,TUDORZA PRESSAIR,CA,2,10
2012,Arformoterol Tartrate,BROVANA,CO,1,40
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,CO,1,2860
2012,Roflumilast,DALIRESP,CO,1,99
2012,Formoterol Fumarate,FORADIL AEROLIZER,CO,1,36
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CO,1,2848
2012,Formoterol Fumarate,PERFOROMIST,CO,1,62
2012,Indacaterol Maleate,ARCAPTA NEOHALER,CO,2,10
2012,Arformoterol Tartrate,BROVANA,CO,2,40
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,CO,2,2961
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,CO,2,10
2012,Roflumilast,DALIRESP,CO,2,134
2012,Formoterol Fumarate,FORADIL AEROLIZER,CO,2,52
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CO,2,2948
2012,Formoterol Fumarate,PERFOROMIST,CO,2,73
2012,Arformoterol Tartrate,BROVANA,CT,1,322
2012,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,CT,1,3304
2012,Roflumilast,DALIRESP,CT,1,312
2012,Albuterol Sulfate/Ipratropium Bromide,DUONEB,CT,1,1798
2012,Formoterol Fumarate,FORADIL AEROLIZER,CT,1,83
2012,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CT,1,4442
2012,Formoterol Fumarate,PERFOROMIST,CT,1,247
2012,Indacaterol Maleate,ARCAPTA NEOHALER,CT,2,10
2012,Arformoterol Tartrate,BROVANA,CT,2,427
